,Airport Name,Country,City,Latitude,Longitude
GFA,Malmstrom AFB,United States,Great Falls,47.504667,-111.187333
GFB,Togiak Fish,United States,Togiak Fish,-0.333333333333,122.0
GFD,Pope Field,Guyana,Greenfield,39.790321,-85.736089
GFE,Grenfell,Australia,Grenfell,-33.896944,148.155278
GFF,Griffith,Australia,Griffith,-34.250833,146.067222
GFK,Grand Forks,United States,Grand Forks,47.947267,-97.173781
GFL,Warren County,United States,Glens Falls,43.341222,-73.610306
GFN,Grafton,Australia,Grafton,-29.759444,153.03
GFO,Bartica,Guyana,Bartica,6.417,-58.583
GFR,Granville,France,Granville,48.882875,-1.563831
GFY,Grootfontein,Namibia,Grootfontein,-19.602167,18.122667
GGC,Lumbala,Angola,Lumbala,-14.106,21.45
GGD,Gregory Downs,Australia,Gregory Downs,-18.629,139.234
GGE,Georgetown,United States,Georgetown,33.311402,-79.320314
GGG,Kilgore,United States,Kilgore,32.384014,-94.711487
GGL,Gilgal,Colombia,Gilgal,8.333,-77.083
GGN,Gagnoa,Cote D&#039;Ivoire,Gagnoa,6.103333,-5.986944
GGO,Guiglo,Cote D&#039;Ivoire,Guiglo,6.524992,-7.478611
GGR,Garoe,Ethiopia,Garoe,8.4,48.483
GGS,Gobernador Gregores,Argentina,Gobernador Gregores,-48.782778,-70.149167
GGT,Exuma International,Bahamas,George Town,23.562631,-75.877958
GGW,International,United States,Glasgow,48.2125,-106.614722
GHA,Noumerate,Algeria,Ghardaia,32.381667,3.799444
GHB,Governors Harbour,Bahamas,Governors Harbour,25.284706,-76.331011
GHC,Great Harbour,Bahamas,Great Harbour,25.738331,-77.840114
GHD,Ghimbi,Ethiopia,Ghimbi,9.183,35.8
GHE,Garachine,Panama,Garachine,8.067,-78.367
GHF,Giebelstadt,Germany,Giebelstadt,49.266666666667,7.516666666667
GHK,Gush Katif,Israel,Gush Katif,31.083,35.3
GHM,Municipal,United States,Centerville,35.837427,-87.445375
GHN,Guanghan,China,Guanghan,30.948056,104.329722
GHT,Ghat,Libya,Ghat,25.145564,10.142647
GHU,Gualeguaychu,Argentina,Gualeguaychu,-33.010278,-58.613056
GIB,North Front,Gibraltar,Gibraltar,36.151219,-5.349664
GIC,Boigu Island,Papua New Guinea,Boigu Island,-9.233333,142.218333
GID,Gitega,Burundi,Gitega,-3.433,29.917
GIF,Gilbert Field,United States,Winter Haven,28.062917,-81.753306
GIG,Galeгo–antonio Carlos Jobim International Airport,Brazil,Rio De Janeiro,-22.808903,-43.243647
GII,Siguiri,Guinea,Siguiri,11.399444,-9.188056
GIL,Gilgit,Pakistan,Gilgit,35.918786,74.333644
GIM,Miele Mimbale,Gabon,Miele Mimbale,-0.067,11.35
GIR,Girardot,Colombia,Girardot,4.276244,-74.795814
GIS,Gisborne,New Zealand,Gisborne,-38.663333,177.978333
GIT,Geita,Tanzania,Geita,-2.867,32.167
GIU,Sigiriya Slaf Base,Sri Lanka,Sigiriya,7.95,80.75
GIY,Giyani,Egypt,Giyani,-23.283889,30.650278
GIZ,Jazan,Saudi Arabia,Jazan,16.901111,42.585833
GJA,Guanaja,Honduras,Guanaja,16.445367,-85.906611
GJL,Jijel,Algeria,Jijel,36.794444,5.873611
GJM,Guajara-Mirim,Brazil,Guajara-Mirim,-10.786375,-65.284791
GJR,Gjogur,Iceland,Gjogur,65.995278,-21.326944
GJT,Walker Field,United States,Grand Junction,39.122412,-108.526735
GKA,Goroka,Papua New Guinea,Goroka,-6.081689,145.391881
GKE,Geilenkirchen,Germany,Geilenkirchen,50.961,6.042
GKH,Gorkha,Nepal,Gorkha,28.05,84.483
GKL,Great Keppel Island,Australia,Great Keppel Island,-23.186,150.943
GKN,Gulkana,United States,Gulkana,62.154944,-145.454333
GKO,Kongoboumba,Gabon,Kongoboumba,-0.083,11.467
GKT,Gatlinburg,United States,Gatlinburg,35.857759,-83.528705
GLA,Glasgow International,United Kingdom,Glasgow,55.871944,-4.433056
GLC,Geladi,Ethiopia,Geladi,6.984444,46.421389
GLD,Renner Field,United States,Goodland,39.370622,-101.698992
GLE,Municipal,France,Gainesville,33.652194,-97.197278
GLF,Golfito,Costa Rica,Golfito,8.653775,-83.180544
GLG,Glengyle,Australia,Glengyle,-24.799444,139.596944
GLH,Greenville,United States,Greenville,33.482881,-90.985614
GLI,Glen Innes,Australia,Glen Innes,-29.675,151.689444
GLK,Galcaio,Ethiopia,Galcaio,6.780833,47.454722
GLL,Klanten Arpt,Norway,Gol,60.791389,9.050556
GLM,Glenormiston,Australia,Glenormiston,-22.883,138.817
GLN,Goulimime,Morocco,Goulimime,29.026667,-10.050278
GLO,Gloucestershire,United Kingdom,Gloucester,51.894167,-2.167222
GLP,Gulgubip,Papua New Guinea,Gulgubip,-5.283,141.517
GLQ,Glennallen,United States,Glennallen,62.116666666667,-145.55
GLR,Otsego County,United States,Gaylord,45.013639,-84.703583
GLS,Scholes Field,United States,Galveston,29.265333,-94.860417
GLT,Gladstone,Australia,Gladstone,-23.869722,151.222778
GLV,Golovin,United States,Golovin,64.550455,-163.00717
GLW,Municipal,United States,Glasgow,37.031778,-85.95375
GLX,Galela,Indonesia,Galela,1.838333,127.786389
GLY,Goldsworthy,Australia,Goldsworthy,-20.333,119.5
GLZ,Gilze-Rijen,Netherlands,Breda,51.567389,4.931833
GMA,Gemena,Democratic Republic Of Congo,Gemena,3.235369,19.771258
GMB,Gambela,Ethiopia,Gambela,8.128764,34.563131
GMC,Guerima,Colombia,Guerima,3.633,-71.167
GME,Gomel,Belarus,Gomel,52.527022,31.016692
GMI,Gasmata Island,Papua New Guinea,Gasmata Island,-6.271111,150.330556
GMM,Gamboma,Congo,Gamboma,-1.867,15.867
GMN,Greymouth,New Zealand,Greymouth,-42.461667,171.19
GMR,Gambier Is,French Polynesia,Gambier Is,-23.083333,-134.883333
GMS,Guimaraes,Brazil,Guimaraes,-2.100277,-44.617222
GMT,Granite Mountain,United States,Granite Mountain,65.402133,-161.281475
GMU,Greenville Downtown,United States,Greenville,34.847944,-82.35
GMV,Monument Valley,Papua New Guinea,Monument Valley Gldngs,37.016667,-110.200685
GMY,Rheindahlen,Germany,Rheindahlen,51.15,6.366666666667
GMZ,La Gomera,Spain,San Sebas De La Gomera,28.029625,-17.2146
GNA,Grodna,Belarus,Grodna,53.601967,24.053758
GNB,Grenoble-isere Airport (St Geoirs),France,Grenoble,45.363056,5.332778
GND,Point Salines International,Grenada,St. Georges,12.004167,-61.788056
GNE,Ghent,Belgium,Ghent,51.05,3.717
GNG,Gooding,United States,Gooding,42.917167,-114.765167
GNI,Green Island,Taiwan,Green Island,22.673853,121.466481
GNM,Guanambi,Brazil,Guanambi,-14.208167,-42.746083
GNN,Ghinnir,Ethiopia,Ghinnir,7.15,40.717
GNR,General Roca,Argentina,General Roca,-39.000672,-67.620514
GNS,Binaka,Indonesia,Gunungsitoli,1.166381,97.704681
GNT,Milan,United States,Grants,35.167278,-107.902056
GNU,Goodnews Bay,United States,Goodnews Bay,59.117417,-161.577444
GNV,Gainesville Regional,United States,Gainesville,29.690056,-82.271778
GNZ,Ghanzi,Botswana,Ghanzi,-21.692778,21.6575
GOA,Cristoforo Colombo,Italy,Genova,44.413333,8.8375
GOB,Goba,Ethiopia,Goba,7.017,40.0
GOC,Gora,Papua New Guinea,Gora,-9.0,148.233
GOE,Gonalia,Papua New Guinea,Gonalia,-5.533,151.567
GOF,Goodfellow AFB,Italy,San Angelo,43.816666666667,12.8
GOG,Gobabis,Namibia,Gobabis,-22.504719,18.974722
GOH,Nuuk,Greenland,Nuuk,64.190922,-51.678064
GOI,Dabolim,India,Goa,15.380833,73.831422
GOJ,Strigino,Russian Federation,Nizhniy Novgorod,56.230119,43.784042
GOK,Guthrie,United States,Guthrie,35.85125,-97.416083
GOL,State,United States,Gold Beach,42.415298,-124.424922
GOM,Goma,Democratic Republic Of Congo,Goma,-1.670814,29.238464
GON,New London,United States,New London,41.330056,-72.045139
GOO,Goondiwindi,Australia,Goondiwindi,-28.521389,150.320278
GOP,Gorakhpur,India,Gorakhpur,26.739708,83.449708
GOQ,Golmud,China,Golmud,36.4,94.786111
GOR,Gore,Ethiopia,Gore,8.167,35.55
GOS,Gosford,Australia,Gosford,-33.433,151.35
GOT,Landvetter,Sweden,Gothenburg,57.662836,12.279819
GOU,Garoua,Cameroon,Garoua,9.335892,13.370103
GOV,Nhulunbuy,Australia,Gove,-12.269444,136.818333
GOY,Amparai,Sri Lanka,Gal Oya,7.337081,81.625881
GOZ,Gorna Oriahovitsa,Bulgaria,Gorna Oriahovitsa,43.151444,25.712889
GPA,Araxos Airport,Greece,Patras,38.151111,21.425556
GPB,Tancredo Thomaz Faria,Brazil,Guarapuava,-25.387461,-51.520172
GPI,Guapi,Colombia,Guapi,2.570133,-77.8986
GPL,Guapiles,Costa Rica,Guapiles,10.217,-83.8
GPN,Garden Point,Australia,Garden Point,-11.4025,130.421944
GPO,General Pico,Argentina,General Pico,-35.696183,-63.758286
GPS,Baltra,Ecuador,Galapagos Is,-0.453758,-90.265914
GPT,Gulfport-Biloxi International,United States,Gulfport,30.407269,-89.070097
GPZ,Grand Rapids,United States,Grand Rapids,47.209283,-93.509944
GQJ,RAF Station,United Kingdom,Machrihanish,55.783333333333,-6.466666666667
GQQ,Galion,United States,Galion,40.753389,-82.723806
GRA,Gamarra,Colombia,Gamarra,8.233,-73.567
GRB,Austin-straubel Field,United States,Green Bay,44.484639,-88.129722
GRC,Grand Cess,Liberia,Grand Cess,4.567,-8.217
GRD,Greenwood,United States,Greenwood,34.248722,-82.159083
GRE,Municipal,United States,Greenville,38.836158,-89.378411
GRF,Gray Aaf,United States,Tacoma,47.079222,-122.580778
GRG,Gardez,Afghanistan,Gardez,33.631661,69.239172
GRH,Garuahi,Papua New Guinea,Garuahi,-10.217,150.467
GRI,Grand Island,United States,"Grand Island, NE",40.967543,-98.309639
GRJ,George,South Africa,George,-34.005553,22.378889
GRK,Gray Aaf,United States,"Fort Hood, TX",31.06725,-97.828917
GRL,Garasa,Papua New Guinea,Garasa,-7.95,147.183
GRM,Devils Track,United States,Grand Marais,47.838333,-90.382944
GRN,Gordon,United States,Gordon,42.805972,-102.17525
GRO,Girona-Costa Brava,Spain,Gerona,41.900969,2.760547
GRP,Gurupi,Brazil,Gurupi,-11.739625,-49.132186
GRQ,Eelde,Netherlands,Groningen,53.11972,6.579444
GRR,Kent County Intl,United States,Grand Rapids,42.880833,-85.522806
GRS,Baccarini,Italy,Grosseto,42.759747,11.071897
GRT,Gujrat,Pakistan,Gujrat,32.567,74.083
GRU,Guarulhos Intl,Brazil,Sao Paulo,-23.432075,-46.469511
GRV,Groznyj,Russian Federation,Groznyj,43.388056,45.699444
GRW,Graciosa Island,Portugal,Graciosa Island,39.092169,-28.029847
GRX,Granada,Spain,Granada,37.188731,-3.777356
GRY,Grimsey,Iceland,Grimsey,66.554722,-18.0175
GRZ,Thalerhof,Austria,Graz,46.991067,15.439628
GSA,Long Pasia,Malaysia,Long Pasia,4.409444,115.718889
GSB,Seymour Johnson AFB,United States,Goldsboro,35.339385,-77.960592
GSC,Gascoyne Junction,Australia,Gascoyne Junction,-25.054444,115.2025
GSE,Gothenburg City Airport,Sweden,Gothenburg,57.774722,11.870372
GSH,Goshen,United States,Goshen,41.526264,-85.794162
GSI,Guadalcanal,Solomon Islands,Guadalcanal,-9.533,160.2
GSL,Taltheilei Narrows,Canada,Taltheilei Narrows,62.595833333333,111.54166666667
GSM,Gheshm,Iran,Gheshm,26.754639,55.902353
GSN,Mount Gunson,Australia,Mount Gunson,-31.459722,137.173889
GSO,Piedmont Triad Intl,United States,High Point,36.101326,-79.941123
GSP,Greenville Spartanbur Int&#039;l Airport,United States,Greenville,34.895667,-82.218861
GSQ,Shark Elowainat,Egypt,Shark Elowainat,22.585672,28.716642
GSR,Gardo,Ethiopia,Gardo,9.543056,49.117778
GSS,Sabi Sabi,South Africa,Sabi Sabi,-25.083,30.783
GST,Gustavus Arpt,United States,Gustavus,58.425278,-135.707417
GSU,Gedaref,Sudan,Gedaref,14.133,35.317
GSY,Binbrook,United Kingdom,Grimsby,53.446667,-0.21
GTA,Gatokae Aerodrom,Solomon Islands,Gatokae,-8.75,158.2
GTB,Genting,Malaysia,Genting,3.7,98.167
GTC,Green Turtle,Bahamas,Green Turtle,26.783,-77.333
GTE,Alyangula,Australia,Groote Eylandt,-13.975,136.46
GTF,International,United States,Great Falls,47.482654,-111.37061
GTG,Municipal,United States,Grantsburg,45.798065,-92.664349
GTI,Guettin,Germany,Guettin,54.383333,13.325278
GTK,Sungei Tekai,Malaysia,Sungei Tekai,2.6,102.917
GTN,Glentanner,New Zealand,Mount Cook,-43.901666666667,170.11833333333
GTO,Tolotio,Indonesia,Gorontalo,0.637119,122.849858
GTR,Golden Triangle Reg.,United States,Columbus,33.450333,-88.591361
GTS,Granites,Australia,Granites,-26.95,133.6
GTT,Georgetown,Australia,Georgetown,-18.305,143.53
GTW,Holesov,Czech Republic,Zlin,49.317,17.567
GTY,Gettysburg,United States,Gettysburg,39.841308,-77.27465
GUA,La Aurora,Guatemala,Guatemala City,14.583272,-90.527475
GUB,Guerrero Negro,Mexico,Guerrero Negro,28.026069,-114.024006
GUC,Gunnison,United States,Gunnison,38.533944,-106.933028
GUD,Goundam,Mali,Goundam,16.361389,-3.599722
GUE,Guriaso,Papua New Guinea,Guriaso,-3.583,141.583
GUF,Edwards,United States,Gulf Shores,30.289639,-87.671778
GUG,Guari,Papua New Guinea,Guari,-8.117,146.85
GUH,Gunnedah,Australia,Gunnedah,-30.961111,150.250556
GUI,Guiria,Venezuela,Guiria,10.574078,-62.312667
GUJ,Guaratingueta,Brazil,Guaratingueta,-22.791608,-45.204778
GUL,Goulburn,Australia,Goulburn,-34.810278,149.726389
GUN,Gunter AFB,United Kingdom,Montgomery,51.066666666667,-1.166666666667
GUO,Gualaco,Honduras,Gualaco,15.0,-86.05
GUP,Senator Clark,United States,Gallup,35.511058,-108.789309
GUQ,Guanare,Venezuela,Guanare,9.026944,-69.75515
GUR,Gurney,Papua New Guinea,Alotau,-10.311531,150.333756
GUS,Grissom Afb,United States,"Peru, Indiana",40.648094,-86.152119
GUT,Guetersloh,Germany,Guetersloh,51.922833,8.306333
GUU,Grundarfjordur,Iceland,Grundarfjordur,64.991389,-23.224722
GUV,Mougulu,Papua New Guinea,Mougulu,-6.267,142.417
GUW,Atyrau International,Kazakhstan,Atyrau,47.121944,51.821389
GUX,Guna,India,Guna,24.654681,77.347347
GUY,Guymon,United States,Guymon,36.685072,-101.507782
GUZ,Guarapari,Brazil,Guarapari,-20.666666666667,-40.5
GVA,Geneve-cointrin,Switzerland,Geneva,46.238064,6.10895
GVE,Municipal,United States,Gordonsville,38.155996,-78.16578
GVI,Green River,Papua New Guinea,Green River,-3.901389,141.177499
GVL,Lee Gilmer Memorial,United States,Gainesville,34.272627,-83.830223
GVP,Greenvale,Australia,Greenvale,-18.996667,145.014444
GVR,Governador Valadares,Brazil,Governador Valadares,-18.895236,-41.982214
GVT,Majors Field,United States,Greenville,33.067839,-96.065332
GVW,Richards-Gebaur,United States,Grandview,38.883333333333,-94.533333333333
GVX,Sandviken,Sweden,Gavle,60.593333,16.951389
GWA,Gwa,Myanmar,Gwa,17.6,94.583
GWD,Gwadar,Pakistan,Gwadar,25.233308,62.329494
GWE,Gweru,Zimbabwe,Gweru,-19.436394,29.861911
GWL,Gwalior,India,Gwalior,26.293336,78.227753
GWN,Gnarowein,Papua New Guinea,Gnarowein,-6.567,146.25
GWO,Leflore,United States,Greenwood,33.494327,-90.084705
GWS,Glenwood Springs,United States,Glenwood Springs,39.506,-107.309083
GWT,Westerland - Sylt,Germany,Westerland,54.91325,8.340472
